word,definition,pronunciation
Illusionism,Belief that the external world is philosophy,iluksionism
Ventriculose,Paunch-bellied,fentrikulose
Gorget,Piece of armour for the throat,korjet
Cuculine,"Of, like or pertaining to cuckoos",kukuline
Vavasour,Feudal noble who is both a liege and a vassal,fafasour
Jaseran,Fine chain mail jacket,jaseran
Petrichor,Pleasant smell accompanying the first rain after a dry spell,petrikshor
Dolent,Mourning; doleful,tolent
Zoomania,Insane fondness for animals,somania
Xenodochium,Building for the reception of strangers,senotokshium
Dexter,Towards the right side,tekster
Waveson,Goods floating on the sea after a shipwreck,wafeson
Jube,Ornamental choir-screen,jube
Charpie,Shredded lint used to dress wounds,sharpie
Aphicide,Killer of aphids,afisite
Tauromachy,Bullfighting,tauromaksh
Valenki,Warm Russian felt boots,falenki
Heterochrony,Divergence from normal time sequence,heterokshron
Velary,Pertaining to the sails of a ship,felar
Velvetine,Cotton with silk pile,felfetine
Zori,Japanese thonged sandals,sori
Limacine,"Of, like or pertaining to slugs",limasine
Deicide,Destruction or killing of a god,teisite
Winterbourne,Intermittent spring of water,winterbourne
Aliquot,Number dividing into another without leaving a remainder,alikuot
Resupine,Lying on the back,resupine
Malaguena,"Spanish dance performed by a couple, similar to the fandango",malakuena
Hyperbole,Impression by extravagant exaggeration,hperbole
Fuliguline,"Of, like or pertaining to sea ducks",fulikuline
Isonephelic,Line connecting points of equal cloud cover,isonefelik
Zodiographer,One who writes about animals,soxiokrafer
Ethnocide,Killing of members of an ethnic group; destruction of a culture,ethnosite
Anthelminthic,Destroying or expelling worms,anthelminthik
Percale,Closely woven lightweight cloth,perkale
Rudstay,Strap over horse's back to which a wagon can be attached,rutsta
Thesial,"Of, like or pertaining to a thesis",theksial
Grapnel,Small anchor used for dragging or grappling,krapnel
Untimeous,Untimely,untimeous
Tow,Bundle of untwisted natural fibres,to
Gliriform,Resembling a rodent,kliriform
Quietism,Doctrine of enlightenment through mental tranquility,kuietism
Rachidian,Of or concerning the spine,rakshitian
Tolypeutine,"Of, like or pertaining to armadillos",tolpeutine
Vertiginate,Dizzy; giddy,fertijinate
Facia,Nameplate or sign above shop,faksia
Valorise,To set a fixed arbitrary price,falorise
Inculpate,To blame; to incriminate,inkulpate
Marl,Clay used as fertilizer,marl
Pichi,Small dark Argentinian armadillo,pikshi
Pusillanimous,Lacking firmness; cowardly; having a weak character,pusilanimous
Brachiferous,Bearing or having branches or arms,brakshiferous
Denticle,Small toothlike structure,tentikle
Rhonchisonant,Making a snorting or snoring noise,rhonkshisonant
Ypsiliform,Shaped like an upsilon,psiliform
Hamate,Hooked,hamate
Kitthoge,Left-handed; awkward,kithoje
Racemation,Cluster or bundle of grapes or any other thing,rasemaxion
Dudgeon,Resentment; offended resignation,tujjeon
Elocation,Removal from someone's control; alienation,elokaxion
Trifarious,Facing three ways,trifarious
Quarender,Dark red apple,kuarenter
Candescent,Glowing hotly,kantessent
Zoogonous,Giving birth to live offspring,sokonous
Refection,Refreshment or relief; a meal,refekxion
Zoophobia,Fear of animals,sofobia
Woubit,A small and shabby person,woubit
Isacoustic,Line connecting points of equal acoustic quality,isakoustik
Pochette,Pocket notecase or wallet,pokshete
Famigerate,To carry news from abroad,famijerate
Tegmen,Covering or shell,tekmen
Sublineation,Act of underlining,sublineaxion
Borné,Limited; narrow-minded,borne
Uletic,"Of, like or pertaining to the gums",uletik
Zugzwang,Chess blockade,sukzwank
Pandemian,Vulgar; sensual,pantemian
Younker,A young person,younker
Pyroballogy,Study of artillery,probaloj
Zonarious,Of or pertaining to a girdle or purse,sonarious
Yonside,On the farther side of,yonsite
Camisole,Straitjacket used for unruly prisoners,kamisole
Windbound,Hindered from sailing by contrary winds,wintbount
Uretic,"Of, like or pertaining to urine",uretik
Trapunto,Kind of quilting in which only the design is padded,trapunto
Mysophobia,Fear of contamination or dirt,msofobia
Oryctognosy,Mineralogy,orktoknos
Sarabande,Stately Spanish Baroque court dance,sarabante
Ginnery,Place where cotton is ginned,jiner
Trenchant,Incisive; terse; vigorous,trenkshant
Ontocyclic,Returning to an infantile state or character in old age,ontosklik
Kolo,Central European folk dance having a ring of dancers,kolo
Xeric,Dry; lacking in moisture,serik
Wherry,Light shallow boat; barge,wer
Supinate,To lie on one's back; to make to lie on the back,supinate
Bufotenine,Hallucinogen found in certain tropical toads,bufotenine
Miasma,Foul vapours from rotting matter; unwholesome air,miasma
Iroko,West African hardwood tree,iroko
Nomology,The science of the laws; especially of the mind,nomoloj
Onychotillomania,Compulsive picking at the fingernails,onkshotilomania
Gradatim,Step by step,kratatim
Sublate,To deny; to contradict; to resolve a contradiction,sublate
Kohlrabi,Variety of cabbage,kolrabi
Nihilism,Denial of all reality; extreme scepticism,nihilism
Bantling,Brat; whelp; bastard child,bantlink
Ithomiid,Tropical South American butterfly,ithomit
Vermilion,Bright red,fermilion
Habanera,Slow and seductive Cuban dance,habanera
Metapsychology,Study of nature of the mind,metapsksholoj
Coenaculous,Fond of dining; relishing food; especially suppers,koenakulous
Nexility,Compactness of speech,neksilit
Estafette,Military courier or express,estafete
Culex,Mosquito,kuleks
Pronomination,Description of a thing by its qualities rather than its proper name,pronominaxion
Vert,To convert religions; a religious convert,fert
Quaestor,Ancient magistrate; a medieval pardoner,kuaestor
Antarchy,Opposition to government; anarchy,antarksh
Stoup,Vessel for holding holy water,stoup
Perennate,To live perennially; to survive from season to season,perenate
Strepsis,Twisting,strepsis
Fluminous,Having many rivers or streams,fluminous
Handsel,Inaugural gift; first installment or payment,hantsel
Niaiserie,Simplicity; foolishness,niaiserie
Singspiel,Semi-dramatic play in dialogue and song,sinkspiel
Docimology,The art of assaying,tosimoloj
Omoplatoscopy,Divination by observing cracks in burning scapulae,omoplatoskop
Miniver,Ermine in winter coat; ermine or squirrel fur,minifer
Zek,Inmate of prison labour camp,sek
Quotum,A number considered in its proportion to a larger number,kuotum
Ruffianize,To behave violently or brutally,rufianise
Hagiocracy,Government by holy men,hajiokras
Lithophagous,Stone-swallowing; rock-boring; eating rock,lithofakous
Nervifolious,Having leaves with prominent veins,nerfifolious
Breastsummer,Beam supporting front of a building; bressummer,breastsumer
Micropodal,Having extremely small feet,mikropotal
Navalism,Cult of naval supremacy or seapower,nafalism
Teichoscopy,Observation from the perspective of a wall,teikshoskop
Sedent,Seated,setent
Homoousia,Identicality in substance,homouksia
Protreptic,Exhorting; encouraging; didactic; doctrinal,protreptik
Revirescent,Growing young or strong again,refiressent
Ethnogenesis,Origin of an ethnic group,ethnojenesis
Jackyard,Spar used to spread the foot of a gaff-topsail,jakyart
Rameal,"Of, like or pertaining to branches",rameal
Moneyocracy,Government by the monied classes,moneyokras
Vaticinal,Of or characterized by prophecy; prophetic,fatisinal
Antilegomena,Books of the New Testament not part of early Christian Bible,antilekomena
Constructivism,Belief that knowledge and reality do not have an objective value,konstruktifism
Ictic,"Of, pertaining to, or caused by, a blow or stroke; pertaining to metrical stress",iktik
Transom,Structure dividing a window horizontally; horizontal bar,transom
Borage,Rough-stemmed herb used in salads,boraje
Charivari,Cacophonous mock-serenade performed for wedding,sharifari
Absorptiometer,Instrument for measuring solubility of gases in liquids,absorpxiometer
Frankalmoign,Land tenure requiring religious obligations on part of tenant,frankalmoin
Obvallate,Walled in; sealed up,obfalate
Chamois,Cotton fabric made in imitation of chamois leather,shamois
Sitophobia,Fear of food or eating,sitofobia
Vivarium,Artificial enclosure for keeping live animals,fifarium
Codon,Mouth of a trumpet or bell,koton
Deorsumversion,Turning downwards,teorsumferksion
Éloge,Funeral oration; panegyric,eloje
Theologaster,Petty or shallow theologian,theolokaster
Mazopathia,Any disease of the placenta,masopathia
Nubiform,Cloudlike,nubiform
Reglet,Strip for spacing between lines in printing,reklet
Voltinism,Breeding rhythm; brood frequency,foltinism
Locanda,Lodging-house; inn,lokanta
Yantra,Geometrical diagram designed as a meditation aid,yantra
Wholestitch,Weaving stitch that fills in a pattern,wolestitksh
Mechanolatry,Worship of machines,mekshanolatr
Otalgia,Earache,otaljia
Nephoscope,Instrument for observing direction and velocity of clouds,nefoskope
Kinescope,Cathode ray tube for a television,kineskope
Lygophobia,Fear of darkness,lkofobia
Horology,Science of time measurement,horoloj
Empasm,Deodorant powder,empasm
Xanthopsia,A visual condition where things appear yellow,santhopksia
Facundity,Eloquence,fakuntit
Niveous,Snowy; white,nifeous
Quizzacious,Satirical,kuisaksious
Algology,Study of algae,alkoloj
Lampadedromy,Torch-race,lampatetrom
Longiloquence,Long-winded language,lonjilokuense
Undulationism,Theory that light consists of waves,untulaxionism
Fetial,Heraldic; ambassadorial,fexial
Kakidrosis,Body odour,kakitrosis
Exuviate,To cast off or shed,eksufiate
Ventral,"Of, like or pertaining to the underside or the belly",fentral
Wellaway,Expression of sorrow or lamentation; alas,welawa
Nephelognosy,Observation of clouds,nefeloknos
Ceratoid,Shaped like a horn; horny,seratoit
Hypothecate,To mortgage; to place as security,hpothekate
Limnetic,Living in fresh water; pertaining to fresh water,limnetik
Loganamnosis,Obsession with trying to recall forgotten words,lokanamnosis
Kirsch,Liqueur made from the wild cherry,kirskh
Syncrisis,Comparison of diverse or contradictory things,snkrisis
Pervicacious,Very obstinate,perfikaksious
Trepan,Obsolete instrument for cutting open the skull,trepan
Ginglymus,Joint that permits movement in one plane only,jinklmus
Nucal,"Of, like or pertaining to nuts",nukal
Hydrogenic,Caused or formed by water,htrojenik
Potation,The activity of drinking,potaxion
Quidder,Animal that lets half-chewed food drop from its mouth,kuiter
Xylomancy,Divination by examining wood found in one's path,slomans
Wherethrough,Through which; through the agency of,werethrouf
Firkin,Old unit of capacity equal to one quarter of a barrel,firkin
Proemptosis,Addition of extra day to lunar calendar every 300 years,proemptosis
Kerasine,Horny; made of horn,kerasine
Yote,To cast in metal,yote
Tombola,Lottery in which each entrant must win a prize,tombola
Spanker,Sail on the mast nearest the stern of a square-rigged ship,spanker
Teasel,Brush with hooked bits used in napping cloth,teasel
Contrail,Condensation trail,kontrail
Pseudography,"False, incorrect, or spurious spelling",pseutokraf
Drogulus,Entity whose existence is unverifiable due to lack of physical effects,trokulus
Donné,Basic assumption or axiom; basic principle of an artwork,tone
Torchon,Duster or dishcloth; coarse lace or paper,torkshon
Spirulate,Spirally arranged,spirulate
Cynolatry,Worship of dogs,snolatr
Harridan,Sharp-tongued; scolding woman,haritan
Ophthalmoscope,Instrument for viewing the interior of the eye,ofthalmoskope
Quinton,Five-stringed tenor viol,kuinton
Xylan,Gelatinous compound found in wood,slan
Monticolous,Mountain-dwelling,montikolous
Foveiform,Shaped like a depression or pit,fofeiform
Pismire,An ant; something or someone insignificant,pismire
Umbelliferous,Bearing umbels,umbeliferous
Exscind,To cut off; to uproot,eksssint
Nonpareil,Thing of unequalled excellence; paragon,nonpareil
Belliferous,Bringing war,beliferous
Prosopic,"Of, like or pertaining to the face",prosopik
Spadix,Fleshy spike of flowers,spatiks
Episcope,Instrument for projecting images of opaque objects,episkope
Gemmiferous,Bearing gems,jemiferous
Iseidomal,Line connecting points of equal visibility of a spectacle,iseitomal
Occasionalism,Belief that interactions between mind and body are intermediated by God,okkaksionalism
Chaomancy,Divination by examining phenomena of the air,shaomans
Torus,Rounded swelling; lowest moulding of a column,torus
Juba,Dance with clapping and leg slapping performed by Southern blacks,juba
Typhogenic,Causing fever,tfojenik
Abra,Narrow mountain pass,abra
Venville,Land tenure system in Dartmoor granting privileges over forested lands,fenfile
Vibronic,Of or caused by electronic vibration,fibronik
Zappy,Lively; entertaining,sap
Cortege,Train of attendants; procession,korteje
Jebel,Hill or mountain,jebel
Alvine,Of the belly,alfine
Synallagmatic,Mutually or reciprocally obligatory; bilateral,snalakmatik
Limacology,Study of slugs,limakoloj
Hymnal,Collection of church hymns,hmnal
Maritage,Right of feudal lord to arrange marriages of vassals,maritaje
Xerocopy,Photocopy,serokop
Kiang,Wild Tibetan horse,kiank
Relationism,"Doctrine that relations between entities (space, time) are themselves entities",relaxionism
Jeepable,Able to be traversed by jeep,jepable
Septemfluous,In seven streams,septemfluous
Reguerdon,To reward,rekuerton
Yordim,Emigrants who leave Israel,yortim
Thermology,Study of heat,thermoloj
Ambiloquous,Using dubious or ambiguous expressions,ambilokuous
Hawkshaw,Detective,hakksha
Evince,Indicate or exhibit,efinse
